                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    203,                 0.8703,                0.79866,                0.84649,                0.88435,                0.82153,                0.92627,                0.69589,                0.85657,                0.71721,                0.84673,              0.0011432,              0.0011432,              0.0011432
                    204,                0.91986,                0.84451,                0.85972,                0.82773,                0.85806,                 0.9249,                0.70491,                0.83002,                0.88086,                 0.8488,              0.0011418,              0.0011418,              0.0011418
                    205,                0.96053,                0.86285,                0.86074,                 0.6336,                 0.6691,                0.66791,                0.48969,                0.88404,                 1.1242,                0.85428,              0.0011404,              0.0011404,              0.0011404
                    206,                0.96675,                0.84032,                0.87018,                0.72895,                0.79613,                0.83176,                0.60149,                0.87472,                0.91826,                0.84424,               0.001139,               0.001139,               0.001139
                    207,                0.97281,                 0.8282,                0.86459,                0.82008,                0.83457,                0.92132,                0.68359,                0.90525,                 0.8526,                0.85394,              0.0011376,              0.0011376,              0.0011376
                    208,                0.89357,                 0.7839,                0.85718,                0.79957,                0.80858,                0.87093,                 0.6493,                0.83157,                0.80008,                0.84502,              0.0011362,              0.0011362,              0.0011362
                    209,                0.91951,                0.81555,                0.84709,                0.66451,                0.74054,                0.74364,                0.54248,                0.91861,                 1.0518,                0.85077,              0.0011347,              0.0011347,              0.0011347
                    210,                 0.9892,                0.86912,                 0.8635,                0.84019,                0.84954,                0.92172,                0.67094,                0.93785,                0.79232,                0.85756,              0.0011333,              0.0011333,              0.0011333
                    211,                0.92828,                0.84074,                0.86075,                0.88364,                0.83582,                0.93772,                0.69672,                0.86667,                0.74113,                0.84733,              0.0011319,              0.0011319,              0.0011319
                    212,                0.90667,                0.79996,                0.85563,                0.82629,                0.83276,                0.89803,                0.68345,                 0.8292,                0.82269,                0.84181,              0.0011305,              0.0011305,              0.0011305
                    213,                 0.9233,                 0.8186,                0.85754,                 0.9209,                0.90472,                0.96131,                0.72651,                0.85082,                0.68473,                0.84317,              0.0011291,              0.0011291,              0.0011291
                    214,                 0.9126,                0.81597,                0.85836,                0.83134,                0.84495,                0.91874,                0.66533,                0.93549,                0.86341,                0.86052,              0.0011277,              0.0011277,              0.0011277
                    215,                0.97115,                  0.827,                0.85514,                0.61266,                0.69293,                 0.6662,                0.49125,                 0.8671,                 1.5515,                0.85308,              0.0011263,              0.0011263,              0.0011263
                    216,                 1.0046,                0.85833,                0.87694,                 0.7262,                0.81023,                0.88167,                0.65966,                0.86223,                0.96634,                0.84482,              0.0011248,              0.0011248,              0.0011248
                    217,                0.90385,                0.77518,                0.86263,                 0.8695,                0.85214,                0.93227,                0.64427,                0.98779,                0.76829,                0.86011,              0.0011234,              0.0011234,              0.0011234
                    218,                0.97852,                0.81732,                0.87203,                0.79415,                0.83294,                0.88289,                0.66577,                 0.8326,                0.86488,                0.84486,               0.001122,               0.001122,               0.001122
                    219,                 0.9356,                0.76733,                0.85134,                0.77924,                0.84362,                0.89962,                0.67652,                0.82174,                 0.8436,                0.84173,              0.0011206,              0.0011206,              0.0011206
                    220,                0.88866,                0.76876,                0.85472,                0.87695,                  0.885,                0.95629,                 0.6868,                0.94591,                0.69242,                0.85465,              0.0011192,              0.0011192,              0.0011192
                    221,                0.87527,                0.75904,                 0.8499,                 0.8253,                0.88601,                0.90886,                0.70173,                0.79752,                0.75095,                0.83938,              0.0011178,              0.0011178,              0.0011178
                    222,                0.95383,                0.77535,                0.85567,                 0.8578,                0.86848,                0.93524,                0.70729,                0.83191,                0.75012,                0.84694,              0.0011163,              0.0011163,              0.0011163
                    223,                 0.9067,                 0.7463,                0.85406,                0.92443,                0.92391,                0.97385,                0.73273,                0.83197,                0.57747,                 0.8442,              0.0011149,              0.0011149,              0.0011149
                    224,                0.90471,                0.74184,                0.86094,                0.91843,                0.91811,                0.96749,                0.75712,                0.78893,                0.60872,                0.84022,              0.0011135,              0.0011135,              0.0011135
                    225,                0.90839,                0.71551,                0.86154,                0.90139,                0.88777,                0.95397,                0.70656,                0.86739,                0.67793,                0.84457,              0.0011121,              0.0011121,              0.0011121
                    226,                0.94864,                0.74833,                 0.8588,                0.86477,                0.87843,                0.93654,                0.70658,                0.85027,                 0.7145,                0.84473,              0.0011107,              0.0011107,              0.0011107
                    227,                0.91693,                0.72425,                 0.8578,                0.91892,                 0.9263,                0.97165,                0.72913,                0.85506,                0.59795,                 0.8416,              0.0011093,              0.0011093,              0.0011093
                    228,                0.94736,                0.73434,                0.86764,                0.94647,                0.95193,                0.98089,                0.75552,                0.82613,                0.53068,                0.84096,              0.0011079,              0.0011079,              0.0011079
                    229,                0.93186,                0.73278,                0.86623,                0.93795,                 0.9374,                0.97754,                0.74219,                0.81883,                0.55324,                0.83636,              0.0011064,              0.0011064,              0.0011064
                    230,                0.92084,                0.73029,                0.86389,                0.90018,                0.89799,                0.95613,                 0.7388,                0.79564,                0.60905,                0.83615,               0.001105,               0.001105,               0.001105
                    231,                0.88516,                0.69263,                0.85705,                0.91316,                0.92704,                 0.9741,                0.75153,                0.79617,                0.55921,                0.83613,              0.0011036,              0.0011036,              0.0011036
                    232,                0.89778,                0.69155,                0.85026,                0.92973,                0.91638,                0.97351,                0.74244,                0.82597,                0.60336,                0.84116,              0.0011022,              0.0011022,              0.0011022
                    233,                0.88755,                0.68067,                0.84715,                0.91189,                0.90722,                0.96194,                0.72202,                0.85957,                0.65799,                0.84468,              0.0011008,              0.0011008,              0.0011008
                    234,                0.86536,                0.65804,                0.85744,                0.89902,                0.88391,                0.94943,                0.70168,                0.84521,                0.69496,                  0.842,              0.0010994,              0.0010994,              0.0010994
                    235,                0.86871,                0.66663,                0.85748,                0.93905,                0.92034,                 0.9744,                0.75077,                0.81354,                0.55716,                  0.835,               0.001098,               0.001098,               0.001098
                    236,                0.92688,                0.68063,                0.85043,                0.94516,                0.94449,                0.98145,                 0.7453,                0.82382,                0.53046,                0.83664,              0.0010965,              0.0010965,              0.0010965
                    237,                0.90614,                0.69516,                0.85322,                0.94966,                0.94774,                0.98251,                0.75853,                 0.8178,                 0.5445,                0.83586,              0.0010951,              0.0010951,              0.0010951
                    238,                0.87538,                0.66967,                0.84885,                0.93724,                0.95102,                0.98523,                0.75979,                0.81358,                0.51715,                0.83579,              0.0010937,              0.0010937,              0.0010937
                    239,                0.98562,                0.69212,                0.86043,                0.92321,                0.92351,                0.98211,                0.75474,                0.79202,                0.59806,                0.83583,              0.0010923,              0.0010923,              0.0010923
                    240,                 0.9102,                0.70525,                0.85832,                0.94821,                0.94402,                0.98211,                0.74733,                0.85394,                0.53859,                0.84341,              0.0010909,              0.0010909,              0.0010909
                    241,                0.84888,                 0.6675,                0.84955,                0.92067,                0.91197,                0.96181,                0.72787,                0.85499,                 0.5833,                0.83762,              0.0010895,              0.0010895,              0.0010895
                    242,                0.86755,                0.65293,                0.84828,                0.92173,                0.94992,                0.97706,                0.73531,                0.84213,                0.58723,                0.83972,              0.0010881,              0.0010881,              0.0010881
                    243,                0.89638,                0.65857,                0.85586,                0.95994,                0.95921,                0.98368,                0.77102,                0.78554,                0.50653,                0.83522,              0.0010866,              0.0010866,              0.0010866
                    244,                0.93252,                0.70243,                0.85217,                0.96692,                0.96626,                0.98708,                0.74577,                0.85847,                0.54801,                 0.8403,              0.0010852,              0.0010852,              0.0010852
                    245,                0.87534,                0.66528,                 0.8466,                0.95493,                0.92912,                0.97927,                0.70473,                0.87049,                0.60439,                0.83819,              0.0010838,              0.0010838,              0.0010838
                    246,                0.98946,                 0.7169,                0.85979,                0.94375,                0.94004,                0.97776,                0.73148,                0.84036,                0.57183,                0.83758,              0.0010824,              0.0010824,              0.0010824
                    247,                0.88932,                0.65279,                 0.8445,                 0.9626,                0.96233,                0.98607,                0.73927,                 0.8672,                0.52628,                0.83917,               0.001081,               0.001081,               0.001081
                    248,                 0.9442,                0.68739,                0.85122,                0.96175,                0.97217,                0.98782,                0.75577,                0.81764,                0.50091,                0.83578,              0.0010796,              0.0010796,              0.0010796
                    249,                0.84669,                0.65929,                0.84276,                0.96819,                0.96867,                0.98736,                0.74622,                0.83765,                0.53246,                0.83885,              0.0010782,              0.0010782,              0.0010782
                    250,                0.93464,                  0.687,                0.85698,                0.96226,                0.95578,                0.98503,                0.75572,                0.81104,                0.53526,                0.83629,              0.0010767,              0.0010767,              0.0010767
                    251,                0.93698,                0.66285,                0.86088,                0.94558,                0.94774,                0.98052,                0.75296,                0.79234,                 0.5685,                0.83223,              0.0010753,              0.0010753,              0.0010753
                    252,                0.92528,                0.70679,                0.85624,                0.94116,                0.93024,                0.98027,                0.73744,                0.89083,                0.59457,                0.84485,              0.0010739,              0.0010739,              0.0010739
                    253,                0.94025,                 0.6715,                0.85395,                0.90901,                0.91492,                0.96937,                0.74545,                0.79637,                0.63841,                 0.8349,              0.0010725,              0.0010725,              0.0010725
                    254,                 0.9134,                0.65487,                0.85853,                0.95599,                0.95942,                0.98514,                0.77186,                0.78124,                0.49629,                0.83234,              0.0010711,              0.0010711,              0.0010711
                    255,                 0.9229,                0.65781,                0.85052,                0.95537,                0.96421,                0.98659,                0.74773,                0.83688,                0.52491,                0.83782,              0.0010697,              0.0010697,              0.0010697
                    256,                0.90897,                0.65682,                 0.8541,                0.94516,                 0.9598,                0.98456,                0.75383,                0.82508,                0.51608,                0.83593,              0.0010682,              0.0010682,              0.0010682
                    257,                0.93068,                0.64719,                0.85309,                0.94852,                0.94176,                0.98023,                0.76205,                0.75871,                0.51794,                0.83188,              0.0010668,              0.0010668,              0.0010668
                    258,                  0.897,                0.62983,                0.86015,                0.96392,                0.96688,                0.98805,                0.77081,                0.76817,                 0.4859,                0.83132,              0.0010654,              0.0010654,              0.0010654
                    259,                0.85924,                0.58688,                0.84956,                0.95811,                0.95615,                0.99019,                0.72082,                0.90527,                0.51008,                0.84225,               0.001064,               0.001064,               0.001064
                    260,                0.98401,                0.68085,                0.85072,                0.95961,                0.96353,                0.98974,                0.76995,                0.79062,                0.48036,                0.83368,              0.0010626,              0.0010626,              0.0010626
                    261,                0.85231,                0.59933,                0.85276,                 0.9653,                0.96468,                0.98642,                0.76958,                0.79084,                0.50298,                0.83442,              0.0010612,              0.0010612,              0.0010612
                    262,                0.89176,                0.62847,                0.84787,                0.95081,                0.92432,                0.97686,                0.75452,                0.77654,                0.52899,                0.83114,              0.0010598,              0.0010598,              0.0010598
                    263,                0.85147,                0.58662,                0.83704,                0.94354,                0.94192,                0.97967,                0.73776,                0.81987,                0.52384,                0.83251,              0.0010583,              0.0010583,              0.0010583
                    264,                0.84536,                0.60193,                0.84568,                0.96391,                0.96349,                0.98688,                0.75071,                0.81795,                0.48766,                 0.8353,              0.0010569,              0.0010569,              0.0010569
                    265,                 0.8785,                0.61236,                  0.851,                0.96045,                0.96871,                0.98652,                0.77634,                0.75802,                0.51163,                 0.8323,              0.0010555,              0.0010555,              0.0010555
                    266,                  0.903,                0.64555,                0.86212,                0.96589,                 0.9745,                0.98652,                  0.765,                0.79779,                0.50352,                0.83738,              0.0010541,              0.0010541,              0.0010541
                    267,                 0.8556,                 0.6173,                0.86163,                0.94531,                  0.961,                0.98463,                 0.7637,                0.79567,                0.48688,                0.83267,              0.0010527,              0.0010527,              0.0010527
                    268,                0.84972,                0.63875,                0.85233,                0.95461,                0.93614,                0.98293,                 0.7624,                0.79357,                0.50821,                0.83109,              0.0010513,              0.0010513,              0.0010513
                    269,                  0.849,                0.58756,                0.84991,                0.94396,                 0.9653,                 0.9844,                 0.7719,                0.75486,                0.49242,                0.82812,              0.0010499,              0.0010499,              0.0010499
                    270,                0.84351,                0.59816,                 0.8496,                0.95095,                0.96063,                0.98745,                0.77569,                 0.7802,                0.49194,                0.83023,              0.0010484,              0.0010484,              0.0010484
                    271,                0.86307,                0.62339,                0.85081,                0.96164,                0.96278,                0.98769,                0.76878,                 0.7845,                0.48811,                 0.8316,               0.001047,               0.001047,               0.001047
                    272,                0.89675,                0.62554,                0.85329,                 0.9452,                0.95242,                 0.9834,                 0.7616,                0.78335,                0.50545,                0.83355,              0.0010456,              0.0010456,              0.0010456
                    273,                0.90983,                0.63367,                0.84762,                0.91973,                0.92134,                0.98018,                0.77088,                0.76533,                0.55557,                0.83285,              0.0010442,              0.0010442,              0.0010442
                    274,                0.92176,                 0.6431,                0.85244,                0.96418,                 0.9751,                0.98812,                0.77439,                0.78627,                0.46731,                0.83513,              0.0010428,              0.0010428,              0.0010428
                    275,                0.84965,                0.59952,                0.84148,                0.95848,                0.97355,                0.98855,                 0.7797,                0.76626,                0.46607,                0.83066,              0.0010414,              0.0010414,              0.0010414
                    276,                0.85392,                 0.5993,                0.84408,                0.94832,                0.95241,                0.98241,                0.76353,                0.78737,                0.50548,                0.83403,                0.00104,                0.00104,                0.00104
                    277,                0.88124,                0.62592,                 0.8535,                0.94745,                 0.9506,                0.98421,                 0.7613,                0.78294,                0.52655,                0.83445,              0.0010385,              0.0010385,              0.0010385
                    278,                 0.8463,                0.59261,                0.84183,                0.95502,                0.93034,                0.97869,                  0.761,                   0.78,                0.54478,                 0.8375,              0.0010371,              0.0010371,              0.0010371
                    279,                0.88313,                0.61587,                0.85256,                0.93056,                 0.9151,                0.96633,                0.74186,                0.79984,                0.67341,                0.83835,              0.0010357,              0.0010357,              0.0010357
                    280,                0.87576,                0.61275,                0.84354,                0.91999,                0.89735,                 0.9561,                0.73855,                0.78452,                0.68941,                0.83641,              0.0010343,              0.0010343,              0.0010343
                    281,                0.88724,                0.61933,                 0.8359,                0.96051,                 0.9469,                0.98273,                0.74848,                0.81343,                0.50381,                0.83444,              0.0010329,              0.0010329,              0.0010329
                    282,                 1.0208,                0.64563,                0.85993,                0.94586,                0.95867,                0.98516,                0.72587,                0.86919,                0.52764,                0.83871,              0.0010315,              0.0010315,              0.0010315
                    283,                0.88547,                0.63011,                0.84725,                 0.9279,                0.92018,                 0.9752,                0.71946,                0.91262,                 0.6066,                0.84903,              0.0010301,              0.0010301,              0.0010301
                    284,                 1.0831,                0.68661,                 0.8618,                0.76924,                0.80345,                0.86038,                0.61495,                0.91011,                 1.0012,                0.84508,              0.0010286,              0.0010286,              0.0010286
                    285,                0.92052,                0.70943,                 0.8587,                0.92642,                0.94331,                0.97764,                0.72671,                0.88073,                0.55502,                0.84389,              0.0010272,              0.0010272,              0.0010272
                    286,                0.92081,                0.64618,                0.85023,                  0.916,                0.92699,                0.98691,                0.74596,                0.86941,                0.62732,                0.83782,              0.0010258,              0.0010258,              0.0010258
                    287,                0.85753,                0.63987,                0.84934,                0.96207,                0.96805,                0.98977,                0.77359,                0.78407,                0.48452,                0.82813,              0.0010244,              0.0010244,              0.0010244
                    288,                0.86505,                0.59675,                0.84456,                0.95065,                0.95563,                0.98592,                0.77581,                0.77983,                0.51524,                0.82899,               0.001023,               0.001023,               0.001023
                    289,                0.84898,                0.59884,                0.84662,                0.95231,                0.94956,                0.98639,                0.78063,                0.75767,                0.50614,                0.82906,              0.0010216,              0.0010216,              0.0010216
                    290,                0.83969,                 0.5712,                0.84368,                 0.9553,                0.97306,                0.98575,                0.77187,                0.78438,                0.47016,                0.83487,              0.0010201,              0.0010201,              0.0010201
                    291,                0.80286,                0.57914,                0.84185,                0.94099,                0.93371,                0.97702,                0.76173,                0.77754,                0.52436,                0.83357,              0.0010187,              0.0010187,              0.0010187
                    292,                0.82456,                0.55917,                0.85139,                0.92068,                0.91523,                0.97057,                0.76565,                0.76077,                 0.5785,                0.83286,              0.0010173,              0.0010173,              0.0010173
                    293,                0.83876,                0.54708,                0.84608,                0.96349,                0.94426,                0.98577,                0.77295,                0.77414,                0.49722,                0.83032,              0.0010159,              0.0010159,              0.0010159
                    294,                0.86165,                0.56857,                0.84253,                0.96563,                0.96378,                0.98813,                0.77514,                0.77322,                 0.4799,                0.83241,              0.0010145,              0.0010145,              0.0010145
                    295,                0.84776,                0.57394,                0.84753,                0.96291,                0.94827,                0.98626,                0.75351,                0.81016,                0.50059,                0.83492,              0.0010131,              0.0010131,              0.0010131
                    296,                0.91549,                0.58717,                 0.8456,                0.94805,                0.93682,                0.97838,                0.75504,                0.79778,                0.51623,                0.83126,              0.0010117,              0.0010117,              0.0010117
                    297,                0.92175,                0.60591,                0.85586,                0.91803,                0.91948,                0.96614,                0.74185,                0.79467,                0.59334,                0.83053,              0.0010102,              0.0010102,              0.0010102
                    298,                0.85816,                0.57327,                0.85197,                0.92425,                0.91385,                0.97135,                0.73237,                0.83076,                0.59093,                0.83531,              0.0010088,              0.0010088,              0.0010088
                    299,                0.87358,                0.56532,                0.84907,                0.95697,                0.96821,                0.98524,                0.76902,                 0.7597,                0.47654,                0.82591,              0.0010074,              0.0010074,              0.0010074
                    300,                0.88343,                0.56622,                0.85167,                0.97174,                0.96809,                0.98979,                0.77323,                0.77895,                0.46368,                0.82838,               0.001006,               0.001006,               0.001006
                    301,                0.83211,                0.54357,                0.84238,                0.98069,                0.97817,                0.99182,                0.77604,                0.77659,                0.45476,                0.82726,              0.0010046,              0.0010046,              0.0010046
                    302,                0.85524,                0.55385,                0.83965,                0.97185,                0.97645,                0.99139,                0.79354,                 0.7478,                0.45173,                0.82693,              0.0010032,              0.0010032,              0.0010032
                    303,                0.82444,                0.51115,                0.84113,                0.96936,                0.97437,                0.99056,                0.77967,                0.76614,                0.44838,                0.82776,              0.0010018,              0.0010018,              0.0010018
                    304,                0.81232,                 0.5171,                 0.8427,                0.97644,                0.98588,                0.99252,                0.78242,                0.76637,                0.42577,                0.82899,              0.0010003,              0.0010003,              0.0010003
                    305,                0.83287,                0.53837,                0.83485,                0.97389,                0.97958,                0.99014,                0.79084,                 0.7356,                0.43305,                0.82465,             0.00099893,             0.00099893,             0.00099893
                    306,                0.85567,                0.55563,                0.84402,                0.96563,                0.97772,                0.98972,                0.78619,                0.75761,                0.42736,                0.82692,             0.00099751,             0.00099751,             0.00099751
                    307,                 0.8321,                  0.528,                0.84585,                0.97107,                0.97005,                 0.9904,                0.75514,                0.85763,                0.47858,                0.83638,              0.0009961,              0.0009961,              0.0009961
                    308,                0.86078,                0.55901,                0.83537,                0.96052,                  0.958,                0.98726,                0.77773,                0.76362,                0.47548,                0.82853,             0.00099468,             0.00099468,             0.00099468
                    309,                 0.8615,                0.53669,                0.84524,                0.95765,                 0.9497,                0.98149,                0.76785,                0.76939,                0.56617,                0.83064,             0.00099327,             0.00099327,             0.00099327
                    310,                0.89167,                0.55932,                0.83762,                0.97409,                0.98631,                0.98897,                0.78432,                0.75515,                0.43125,                0.83026,             0.00099185,             0.00099185,             0.00099185
                    311,                0.81771,                0.55027,                0.84331,                0.97595,                0.98513,                0.99226,                0.79183,                 0.7445,                0.40998,                0.82924,             0.00099044,             0.00099044,             0.00099044
                    312,                0.82408,                0.51436,                0.84038,                0.97657,                0.97707,                0.99189,                0.78407,                0.75221,                0.41571,                0.82759,             0.00098903,             0.00098903,             0.00098903
                    313,                0.88495,                0.54741,                0.84573,                0.96899,                0.97048,                0.98973,                0.78948,                0.74246,                0.44656,                0.82691,             0.00098761,             0.00098761,             0.00098761
                    314,                0.83931,                0.52085,                0.84269,                0.96204,                0.97287,                0.99061,                0.77843,                0.77213,                0.44001,                0.82881,              0.0009862,              0.0009862,              0.0009862
                    315,                0.82976,                0.52828,                0.83929,                0.97943,                0.97628,                0.99198,                 0.7993,                0.73931,                0.41582,                0.82907,             0.00098478,             0.00098478,             0.00098478
                    316,                0.82563,                0.53991,                 0.8535,                0.98294,                0.98155,                0.99276,                0.79331,                0.75675,                0.40702,                 0.8288,             0.00098337,             0.00098337,             0.00098337
                    317,                0.84665,                0.52698,                0.84601,                0.97112,                0.97486,                0.99016,                0.77406,                 0.7957,                0.51241,                0.83274,             0.00098195,             0.00098195,             0.00098195
                    318,                0.84753,                0.54596,                0.84181,                0.97578,                0.98494,                 0.9919,                0.77892,                0.75183,                0.43039,                0.82899,             0.00098054,             0.00098054,             0.00098054
                    319,                0.84164,                0.54183,                0.83813,                0.97787,                0.98602,                0.99176,                0.77816,                0.76125,                0.42784,                0.82954,             0.00097912,             0.00097912,             0.00097912
                    320,                0.85372,                0.54398,                0.84471,                0.97788,                0.98357,                0.99169,                0.80306,                0.72584,                0.40611,                0.82472,             0.00097771,             0.00097771,             0.00097771
                    321,                0.78679,                0.52814,                0.82615,                0.97749,                0.97898,                0.99016,                0.79418,                0.72806,                0.43099,                0.82535,             0.00097629,             0.00097629,             0.00097629
                    322,                 0.8316,                0.56794,                0.84669,                0.96936,                0.95669,                0.98685,                0.78265,                0.73665,                 0.4643,                0.82889,             0.00097488,             0.00097488,             0.00097488
                    323,                0.82094,                0.53863,                0.83764,                0.96432,                0.96424,                0.98905,                0.77571,                0.76525,                0.46625,                 0.8315,             0.00097346,             0.00097346,             0.00097346
                    324,                0.82372,                0.51216,                0.84567,                0.95226,                0.95041,                0.98228,                 0.7763,                0.74453,                0.53787,                0.82959,             0.00097205,             0.00097205,             0.00097205
                    325,                0.82054,                0.56315,                   0.84,                0.97274,                0.97527,                0.98963,                0.79421,                0.73349,                0.43836,                 0.8267,             0.00097063,             0.00097063,             0.00097063
                    326,                0.79854,                0.52574,                0.83992,                0.96796,                0.98173,                0.99091,                0.78661,                0.78761,                0.43446,                 0.8337,             0.00096922,             0.00096922,             0.00096922
                    327,                0.84997,                0.55854,                0.84634,                0.95821,                0.97702,                0.98934,                0.79647,                0.73902,                0.45067,                0.82829,              0.0009678,              0.0009678,              0.0009678
                    328,                0.77895,                0.51353,                0.84434,                0.97224,                0.97334,                0.99053,                0.78321,                 0.7554,                0.44537,                0.82839,             0.00096639,             0.00096639,             0.00096639
                    329,                 0.8373,                0.53884,                0.83232,                0.95622,                0.96722,                0.98829,                0.77649,                0.77983,                0.47315,                0.83131,             0.00096498,             0.00096498,             0.00096498
                    330,                0.82063,                0.54971,                0.83891,                0.95645,                0.98039,                 0.9888,                0.78524,                0.75751,                0.47117,                0.82774,             0.00096356,             0.00096356,             0.00096356
                    331,                0.83691,                0.54723,                0.85144,                0.98329,                0.98327,                0.99221,                0.77331,                0.79867,                0.43256,                0.83287,             0.00096215,             0.00096215,             0.00096215
                    332,                0.83059,                0.51603,                 0.8464,                0.98417,                0.98402,                 0.9925,                0.80046,                0.72971,                0.40655,                0.82691,             0.00096073,             0.00096073,             0.00096073
                    333,                0.83765,                0.51658,                0.84851,                0.97656,                0.97747,                0.99234,                0.80099,                0.72958,                0.42994,                0.82487,             0.00095932,             0.00095932,             0.00095932
                    334,                0.81636,                0.50644,                0.83209,                0.97081,                0.97957,                0.98939,                 0.7955,                0.73297,                0.41893,                0.82537,              0.0009579,              0.0009579,              0.0009579
                    335,                0.78094,                0.49195,                0.84065,                0.97228,                0.97517,                0.99082,                0.80398,                0.71421,                0.41161,                0.82528,             0.00095649,             0.00095649,             0.00095649
                    336,                0.85001,                0.52328,                0.83388,                0.97187,                0.98743,                0.99206,                 0.7949,                0.74015,                0.41554,                0.82786,             0.00095507,             0.00095507,             0.00095507
